,img_url,movie_id,movie_title,movie_url,overview
10,https://image.tmdb.org/t/p/w500/lymPNGLZgPHuqM29rKMGV46ANij.jpg,11.0,"American President, The (1995)",http://www.imdb.com/title/tt0112346/,"Widowed U.S. president Andrew Shepherd, one of the world's most powerful men, can have anything he wants -- and what he covets most is Sydney Ellen Wade, a Washington lobbyist. But Shepherd's attempts at courting her spark wild rumors and decimate his approval ratings."
11,https://image.tmdb.org/t/p/w500/xve4cgfYItnOhtzLYoTwTVy5FGr.jpg,12.0,Dracula: Dead and Loving It (1995),http://www.imdb.com/title/tt0112896/,"When a lawyer shows up at the vampire's doorstep, he falls prey to his charms and joins him in his search for fresh blood. Enter Dr. van Helsing, who may be the only one able to vanquish the count."
12,https://image.tmdb.org/t/p/w500/gV5PCAVCPNxlOLFM1bKk50EqLXO.jpg,13.0,Balto (1995),http://www.imdb.com/title/tt0112453/,"An outcast half-wolf risks his life to prevent a deadly epidemic from ravaging Nome, Alaska."
13,https://image.tmdb.org/t/p/w500/cICkmCEiXRhvZmbuAlsA5D9B2rK.jpg,14.0,Nixon (1995),http://www.imdb.com/title/tt0113987/,"An all-star cast powers this epic look at American President Richard M. Nixon, a man carrying both the fate of the world on his shoulders while battling the self-destructive demands within. From his victorious presidential election to the shocking Watergate scandal that would seal his doom."
14,https://image.tmdb.org/t/p/w500/odM9973kIv9hcjfHPp6g6BlyTIJ.jpg,15.0,Cutthroat Island (1995),http://www.imdb.com/title/tt0112760/,"Morgan Adams and her slave, William Shaw, are on a quest to recover the three portions of a treasure map. Unfortunately, the final portion is held by her murderous uncle, Dawg. Her crew is skeptical of her leadership abilities, so she must complete her quest before they mutiny against her. This is made yet more difficult by the efforts of the British crown to end her pirate raids."
15,https://image.tmdb.org/t/p/w500/xo517ibXBDdYQY81j0WIG7BVcWq.jpg,16.0,Casino (1995),http://www.imdb.com/title/tt0112641/,
16,https://image.tmdb.org/t/p/w500/lA9HTy84Bb6ZwNeyoZKobcMdpMc.jpg,17.0,Sense and Sensibility (1995),http://www.imdb.com/title/tt0114388/,"Rich Mr. Dashwood dies, leaving his second wife and her daughters poor by the rules of inheritance. Two daughters are the titular opposites."
17,https://image.tmdb.org/t/p/w500/eQs5hh9rxrk1m4xHsIz1w11Ngqb.jpg,18.0,Four Rooms (1995),http://www.imdb.com/title/tt0113101/,It's Ted the Bellhop's first night on the job...and the hotel's very unusual guests are about to place him in some outrageous predicaments. It seems that this evening's room service is serving up one unbelievable happening after another.
18,https://image.tmdb.org/t/p/w500/wRlGnJhEzcxBjvWtvbjhDSU1cIY.jpg,19.0,Ace Ventura: When Nature Calls (1995),http://www.imdb.com/title/tt0112281/,"Summoned from an ashram in Tibet, Ace finds himself on a perilous journey into the jungles of Africa to find Shikaka, the missing sacred animal of the friendly Wachati tribe. He must accomplish this before the wedding of the Wachati's Princess to the prince of the warrior Wachootoos. If Ace fails, the result will be a vicious tribal war."
19,https://image.tmdb.org/t/p/w500/jSozzzVOR2kfXgTUuGnbgG2yRFi.jpg,20.0,Money Train (1995),http://www.imdb.com/title/tt0113845/,"A vengeful New York transit cop decides to steal a trainload of subway fares; his foster brother, a fellow cop, tries to protect him."
20,https://image.tmdb.org/t/p/w500/vWtDUUgQAsVyvRW4mE75LBgVm2e.jpg,21.0,Get Shorty (1995),http://www.imdb.com/title/tt0113161/,"Chili Palmer is a Miami mobster who gets sent by his boss, the psychopathic ""Bones"" Barboni, to collect a bad debt from Harry Zimm, a Hollywood producer who specializes in cheesy horror films. When Chili meets Harry's leading lady, the romantic sparks fly. After pitching his own life story as a movie idea, Chili learns that being a mobster and being a Hollywood producer really aren't all that different."
21,https://image.tmdb.org/t/p/w500/80czeJGSoik22fhtUM9WzyjUU4r.jpg,22.0,Copycat (1995),http://www.imdb.com/title/tt0112722/,An agoraphobic psychologist and a female detective must work together to take down a serial killer who copies serial killers from the past.
22,https://image.tmdb.org/t/p/w500/xAx5MP7Dg4y85pyS7atX6eWk4Qd.jpg,23.0,Assassins (1995),http://www.imdb.com/title/tt0112401/,"Assassin Robert Rath arrives at a funeral to kill a prominent mobster, only to witness a rival hired gun complete the job for him -- with grisly results. Horrified by the murder of innocent bystanders, Rath decides to take one last job and then return to civilian life. But finding his way out of the world of contract killing grows ever more dangerous as Rath falls for his female target and becomes a marked man himself."
23,https://image.tmdb.org/t/p/w500/1uRKsxOCtgz0xVqs9l4hYtp4dFm.jpg,24.0,Powder (1995),http://www.imdb.com/title/tt0114168/,"Harassed by classmates who won't accept his shocking appearance, a shy young man known as ""Powder"" struggles to fit in. But the cruel taunts stop when Powder displays a mysterious power that allows him to do incredible things. This phenomenon changes the lives of all those around him in ways they never could have imagined."
24,https://image.tmdb.org/t/p/w500/37qHRJxnSh5YkuaN9FgfNnMl3Tj.jpg,25.0,Leaving Las Vegas (1995),http://www.imdb.com/title/tt0113627/,"Ben Sanderson, an alcoholic Hollywood screenwriter who lost everything because of his drinking, arrives in Las Vegas to drink himself to death. There, he meets and forms an uneasy friendship and non-interference pact with prostitute Sera."
25,https://image.tmdb.org/t/p/w500/qM0BXEQjmnAzlkDZ0tYmV6twqMX.jpg,26.0,Othello (1995),http://www.imdb.com/title/tt0114057/,The evil Iago pretends to be friend of Othello in order to manipulate him to serve his own end in the film version of this Shakespeare classic.
26,https://image.tmdb.org/t/p/w500/wD6rLdD2Ix3u9YLgE3Do8GyCHoz.jpg,27.0,Now and Then (1995),http://www.imdb.com/title/tt0114011/,"Waxing nostalgic about the bittersweet passage from childhood to puberty in this tender coming-of-age tale, four childhood girlfriends -- Teeny, Chrissy, Samantha and Roberta -- recall the magical summer of 1970. During their walk down memory lane, they reconcile experiences with boys, secrets, bullies and more."
27,https://image.tmdb.org/t/p/w500/yuNvkLBq1jwQztpolLWbenvzNVQ.jpg,28.0,Persuasion (1995),http://www.imdb.com/title/tt0844330/,Persuasion is the newest adaptation of the classic Jane Austen novel of the same name published in 1818.Anne (Sally Hawkins) fell deeply in love with handsome young naval officer Frederick Wentworth (Rupert Penry-Jones) at the age of nineteen.
28,https://image.tmdb.org/t/p/w500/eVo6ewq4akfyJYy3GXkMsLNzEJc.jpg,29.0,"City of Lost Children, The (1995)",http://www.imdb.com/title/tt0112682/,"A scientist in a surrealist society kidnaps children to steal their dreams, hoping that they slow his aging process."
29,https://image.tmdb.org/t/p/w500/qcoOCoN7viOhboGwhYXyApdDuiq.jpg,30.0,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),http://www.imdb.com/title/tt0115012/,A provincial boy related to a Shanghai crime family is recruited by his uncle into cosmopolitan Shanghai in the 1930s to be a servant to a ganglord's mistress.
30,https://image.tmdb.org/t/p/w500/y5Jee3QmYOlpqfaPPbfvtdVc5wj.jpg,31.0,Dangerous Minds (1995),http://www.imdb.com/title/tt0112792/,"Former Marine Louanne Johnson lands a gig teaching in a pilot program for bright but underachieving teens at a notorious inner-city high school. After having a terrible first day, she decides she must throw decorum to the wind. When Johnson returns to the classroom, she does so armed with a no-nonsense attitude informed by her military training and a fearless determination to better the lives of her students -- no matter what the cost."
31,https://image.tmdb.org/t/p/w500/6Sj9wDu3YugthXsU0Vry5XFAZGg.jpg,32.0,Twelve Monkeys (1995),http://www.imdb.com/title/tt0114746/,"In the year 2035, convict James Cole reluctantly volunteers to be sent back in time to discover the origin of a deadly virus that wiped out nearly all of the earth's population and forced the survivors into underground communities. But when Cole is mistakenly sent to 1990 instead of 1996, he's arrested and locked up in a mental hospital. There he meets psychiatrist Dr. Kathryn Railly, and patient Jeffrey Goines, the son of a famous virus expert, who may hold the key to the mysterious rogue group, the Army of the 12 Monkeys, thought to be responsible for unleashing the killer disease."
32,https://image.tmdb.org/t/p/w500/k6ODtR38dKEfuzSGjggr8KDyAF4.jpg,33.0,Wings of Courage (1995),http://www.imdb.com/title/tt0114952/,
33,https://image.tmdb.org/t/p/w500/gN6X3fwPya8pLffk9OEWV3DqBnE.jpg,34.0,Babe (1995),http://www.imdb.com/title/tt0112431/,"Babe is a little pig who doesn't quite know his place in the world. With a bunch of odd friends, like Ferdinand the duck who thinks he is a rooster and Fly the dog he calls mom, Babe realizes that he has the makings to become the greatest sheep pig of all time, and Farmer Hogget knows it. With the help of the sheep dogs Babe learns that a pig can be anything that he wants to be."
34,https://image.tmdb.org/t/p/w500/a7w6rPdTBgWAx6lnhwHemPx9pEw.jpg,35.0,Carrington (1995),http://www.imdb.com/title/tt0112637/,"The story of the relationship between painter Dora Carrington and author Lytton Strachey in a World War One England of cottages and countryside. Although platonic due to Strachey's homosexuality, the relationship was nevertheless a deep and complicated one. When Carrington did develop a more physical relationship with soldier Ralph Partridge, Strachey was able to welcome him as a friend, although Partridge remained somewhat uneasy, not so much with Strachey's lifestyle and sexual orientation as with the fact that he was a conscientious objector."
35,https://image.tmdb.org/t/p/w500/y19uRkAHXOHLeySuBVMqnvVnsrA.jpg,36.0,Dead Man Walking (1995),http://www.imdb.com/title/tt0112818/,A justice drama based on a true story about a man on death row who in his last days forms a strong relationship with a nun who teaches him forgiveness and gives him spirituality as she accompanies him to his execution. Susan Sarandon won an Oscar for best female actress for her convincing portrayal of Sister Helen Prejean.
36,https://image.tmdb.org/t/p/w500/lKOAyy098yjoot8cutYsStVO1WS.jpg,37.0,Across the Sea of Time (1995),http://www.imdb.com/title/tt0112286/,"A young Russian boy, Thomas Minton, travels to New York as a passenger on a Russian freighter. Close to Ellis Island he gets off and thus starts his journey to America the same way as all immigrants in former times. Thomas is searching for the family of one of his ancestors, who had emigrated decades ago, but once sent a letter home together with a sample of his new profession: 3D-Photography. The boy follows his relative's traces by counter-checking the old 3D-Photographs of New York (using an antique viewer) with the same places and how they look today. This way, the audience gets to see the Big Apple in former times as well as today."
37,https://image.tmdb.org/t/p/w500/l67WJL3Mjce1yoEgL4HheR5v75D.jpg,38.0,It Takes Two (1995),http://www.imdb.com/title/tt0113442/,"Identical 9-year-olds from very different backgrounds: orphaned Amanda and wealthy Alyssa meet at summer camp and decide to switch places -- and play matchmaker between Alyssa's dad, Roger, and the kind social worker who cares for Amanda."
38,https://image.tmdb.org/t/p/w500/i8gEHh2sszB6YWLC0jl559sxAeN.jpg,39.0,Clueless (1995),http://www.imdb.com/title/tt0112697/,"Shallow, rich and socially successful Cher is at the top of her Beverly Hills high school's pecking scale. Seeing herself as a matchmaker, Cher first coaxes two teachers into dating each other. Emboldened by her success, she decides to give hopelessly klutzy new student Tai a makeover. When Tai becomes more popular than she is, Cher realizes that her disapproving ex-stepbrother was right about how misguided she was -- and falls for him."
39,https://image.tmdb.org/t/p/w500/ymA7HQqRiyo1xrnFFv1ZrwNpwlb.jpg,40.0,"Cry, the Beloved Country (1995)",http://www.imdb.com/title/tt0112749/,A South-African preacher goes to search for his wayward son who has committed a crime in the big city.
40,https://image.tmdb.org/t/p/w500/e8nuS9GQoSFaqld4hW5erk2ccag.jpg,41.0,Richard III (1995),http://www.imdb.com/title/tt0114279/,Shakespeare's Play transplanted into a 1930s setting.
41,https://image.tmdb.org/t/p/w500/2dLyvXVvJXUR9otoqERkYpao1bB.jpg,42.0,Dead Presidents (1995),http://www.imdb.com/title/tt0112819/,"Depicts a heist of old bills, retired from circulation and destined by the government to be ""money to burn"". However, more broadly, it addresses the issues of Black Americans' involvement in the Vietnam War and their subsequent disillusionment with progress in social issues and civil rights back home in the United States, during the 1960s."
42,https://image.tmdb.org/t/p/w500/aqQdEQ1ZVdzrREJxCoPzTlLgHVw.jpg,43.0,Restoration (1995),http://www.imdb.com/title/tt0114272/,"An aspiring young physician, Robert Merivel found himself in the service of King Charles II and saves the life of someone close to the King. Merivel joins the King's court and lives the high life provided to someone of his position. Merivel is ordered to marry his King's mistress in order to divert the queens suspicions. He is given one order by the king and that is not to fall in love. The situation worsens when Merivel finds himself in love with his new wife. Eventually, the King finds out and relieves Merivel of his position and wealth. His fall from grace leaves Merivel where he first started. And through his travels and reunions with an old friend, he rediscovers his love for true medicine and what it really means to be a physician."
43,https://image.tmdb.org/t/p/w500/bdXWixjWVA7Y03PvW74xufrROiJ.jpg,44.0,Mortal Kombat (1995),http://www.imdb.com/title/tt0113855/,"For nine generations an evil sorcerer has been victorious in hand-to-hand battle against his mortal enemies. If he wins a tenth Mortal Kombat tournament, desolation and evil will reign over the multiverse forever. To save Earth, three warriors must overcome seemingly insurmountable odds, their own inner demons, and superhuman foes in this action/adventure movie based on one of the most popular video games of all time."
44,https://image.tmdb.org/t/p/w500/zCREx8trzejNieDLUsRuwLU0cS3.jpg,45.0,To Die For (1995),http://www.imdb.com/title/tt0114681/,"Susan wants to work in television and will therefore do anything it takes, even if it means killing her husband. A very dark comedy from independent director Gus Van Sant with a brilliant Nicole Kidman in the leading role."
45,https://image.tmdb.org/t/p/w500/wnWAZHbjX5Wj6hyb0gGmFdMADZk.jpg,46.0,How to Make an American Quilt (1995),http://www.imdb.com/title/tt0113347/,
46,https://image.tmdb.org/t/p/w500/mX8SsTw2uApc02W8SBIKeprcWr1.jpg,47.0,Seven (Se7en) (1995),http://www.imdb.com/title/tt0814314/,An IRS agent with a fateful secret embarks on an extraordinary journey of redemption by forever changing the lives of seven strangers.
47,https://image.tmdb.org/t/p/w500/qk95miOV8wDABbO5gyCpCrvbVFu.jpg,48.0,Pocahontas (1995),http://www.imdb.com/title/tt0114148/,"History comes gloriously to life in Disney's epic animated tale about love and adventure in the New World. Pocahontas is a Native American woman whose father has arranged for her to marry her village's best warrior. But a vision tells her change is coming, and soon she comes face to face with it in the form of Capt. John Smith."
48,https://image.tmdb.org/t/p/w500/wnUuYc9XnWrTTAGz8YjjULA3Zmr.jpg,49.0,When Night Is Falling (1995),http://www.imdb.com/title/tt0114916/,"A prudish woman, working on tenure as a literacy professor at a large urban university, finds herself strangely attracted to a free-spirited, liberal woman whom works at a local carnival which comes to town."
49,https://image.tmdb.org/t/p/w500/jgJoRWltoS17nD5MAQ1yK2Ztefw.jpg,50.0,"Usual Suspects, The (1995)",http://www.imdb.com/title/tt0114814/,
50,https://image.tmdb.org/t/p/w500/hwbKoOSUuzuN2AQppnUxwwd4qOD.jpg,51.0,Guardian Angel (1994),http://www.imdb.com/title/tt0109950/,"Detective - turned - bodyguard Cynthia McKay (Cynthia Rothrock) is hired by a psychotic icy seductress, Nina Lindell (Lydie Denier), the same woman who killed Mckay's lover months earlier.  With vendetta in her heart McKay accompanies the flamboyantly playful womanizer through the glamourous world of the super-rich as his protector.  In a unique role reversal, it is the woman protecting the man from another woman, erupting into a deadly triangle of passion, suspense and action."
51,https://image.tmdb.org/t/p/w500/2NcPyb9vPehZ0aOjYayDAW1XeVy.jpg,52.0,Mighty Aphrodite (1995),http://www.imdb.com/title/tt0113819/,"When Lenny and his wife, Amanda, adopt a baby, Lenny realizes that his son is a genius and becomes obsessed with finding the boy's biological mother in hopes that she will be brilliant too. But when he learns that Max's mother is Linda Ash, a kindhearted prostitute and porn star, Lenny is determined to reform her immoral lifestyle. A Greek chorus chimes in to relate the plot to Greek mythology in this quirky comedy."
52,https://image.tmdb.org/t/p/w500/407nYlg60AOj95lqDZ4tvUTTm1k.jpg,53.0,Lamerica (1994),http://www.imdb.com/title/tt0110299/,"Fiore, an Italian conman, arrives in post Communist Albania with Gino, his young apprentice, to set up a shoe factory that will never open. The con requires a native Albanian, so they designate Spiro, an impoverished and confused former political prisoner as chairman of the board. When Fiore returns to Italy to get government funds for the project, Spiro unexpectedly disappears and Gino sets out on a journey to find him. The search leads him to discover Spiro's tragic personal history and witness Albanian poverty firsthand."
53,https://image.tmdb.org/t/p/w500/v4IUoiveiBpPnZIJ1yuRBD1nM2F.jpg,54.0,"Big Green, The (1995)",http://www.imdb.com/title/tt0112499/,"In a depressed Texas town, British foreign exchange teacher Anna attempts to inject some life into her hopeless kids by introducing them to soccer. They're terrible at first, but Anna and her football-hero assistant whip them into shape. As they work overtime, the pair help kids build their self-esteem and also get involved in solving family squabbles."
54,https://image.tmdb.org/t/p/w500/5OTTRuKfiso75xofN8Vl5mRXOQP.jpg,55.0,Georgia (1995),http://www.imdb.com/title/tt0113158/,"Sadie looks up to her older sister Georgia, a successful folk singer who's happily married with children, but can't break out of the bar-band circuit and hit the big time she desperately covets. It's in part due to her attraction to drugs and booze, and also to her own unwise choice in men. Finally, though, Sadie's Achilles heel is a rough, unlovely voice very different than her sister's crowd-pleasing singing."
55,https://image.tmdb.org/t/p/w500/tL9ImxOccEshRlgmrKQabKH2tCd.jpg,56.0,Kids of the Round Table (1995),http://www.imdb.com/title/tt0113541/,"Set in modern times, Alex finds King Arthur's sword Excalibur and must prove himself worthy of it."
56,https://image.tmdb.org/t/p/w500/kKicTirxtHqyrnGE3GOSeVHbaI0.jpg,57.0,Home for the Holidays (1995),http://www.imdb.com/title/tt0113321/,"After losing her job, making out with her soon to be ex-boss, and finding out that her daughter plans to spend Thanksgiving with her boyfriend, Claudia Larson has to face spending the holiday with her family. She wonders if she can survive their crazy antics."
57,https://image.tmdb.org/t/p/w500/qkq2JfINRQi4Iu9VTMMtQFfmGWZ.jpg,58.0,"Postino, Il (The Postman) (1994)",http://www.imdb.com/title/tt0110877/,Simple Italian postman learns to love poetry while delivering mail to a famous poet; he uses this to woo local beauty Beatrice.
58,https://image.tmdb.org/t/p/w500None,59.0,"Confessional, The (Le Confessionnal) (1995)",http://www.imdb.com/title/tt0860837/,"Action - A disturbed sculptor assumes the identity of a small town priest and designs a game of divine madness for a unsuspecting town. -  Peter Quartaroli, Jane Longenecker, Victor Browne"
59,https://image.tmdb.org/t/p/w500/l16BtfILyWxYwSqzofL3V1rMSwe.jpg,60.0,"Indian in the Cupboard, The (1995)",http://www.imdb.com/title/tt0113419/,A nine-year-old boy gets a plastic Indian and a cupboard for his birthday and finds himself involved in adventure when the Indian comes to life and befriends him.
60,https://image.tmdb.org/t/p/w500/r6ADlyCeDyyBEcP2xqkdCQZWPqj.jpg,61.0,Eye for an Eye (1996),http://www.imdb.com/title/tt0082350/,Sean Kane is forced to resign from the San Francisco Police Department's Narcotics Division when he goes berserk after his partner is murdered. He decides to fight alone and follows a trail of drug traffickers into unexpected high places.
61,https://image.tmdb.org/t/p/w500/jYEKdpVvRV3KdyHMUVYyg0KTVSY.jpg,62.0,Mr. Holland's Opus (1995),http://www.imdb.com/title/tt0113862/,"In 1965, passionate musician Glenn Holland takes a day job as a high school music teacher, convinced it's just a small obstacle on the road to his true calling: writing a historic opus. As the decades roll by with the composition unwritten but generations of students inspired through his teaching, Holland must redefine his life's purpose."
62,https://image.tmdb.org/t/p/w500/l6D9f9WbxdI4tyCmJGs56y8tQla.jpg,63.0,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),http://www.imdb.com/title/tt0116126/,"When Ashtray (Shawn Wayans) moves to South Central L.A. to live with his father (who appears to be the same age he is) and grandmother (who likes to talk tough and smoke reefer), he falls in with his gang-banging cousin Loc Dog (Marlon Wayans), who along with the requisite pistols and Uzi carries a thermo-nuclear warhead for self-defense. Will Ashtray be able to keep living the straight life?"
63,https://image.tmdb.org/t/p/w500/e0iwJJiLjk8Z6A9TuL3neX504H3.jpg,64.0,Two if by Sea (1996),http://www.imdb.com/title/tt0118002/,"Frank O'Brien, a petty thief, and his 7-year-long girlfriend Roz want to put an end to their unsteady lifestyle and just do that last job, which involves stealing a valuable painting. Frank takes Roz to an island on the coast of New England, where he wants to sell the painting and also hopes that their sagging relationship will get a positive push back up. Not everything goes as planned."
64,https://image.tmdb.org/t/p/w500/1bAUaipv3gDU1pATGwziyq1VTwZ.jpg,65.0,Bio-Dome (1996),http://www.imdb.com/title/tt0115683/,"Bud and Doyle are two losers who are doing nothing with their lives. Both of their girlfriends are actively involved in saving the environment, but the two friends couldn't care less about saving the Earth. One day, when a group of scientists begin a mission to live inside a ""Bio-Dome"" for a year without outside contact, Bud and Doyle mistakenly become part of the project themselves."
65,https://image.tmdb.org/t/p/w500/i0hBsWBLw64XRehFzCL44PaCs1y.jpg,66.0,Lawnmower Man 2: Beyond Cyberspace (1996),http://www.imdb.com/title/tt0116839/,"Jobe is resuscitated by Jonathan Walker. He wants Jobe to create a special computer chip that would connect all the computers in the world into one network, which Walker would control and use. But what Walker doesn't realize is a group of teenage hackers are on to him and out to stop his plan."
66,https://image.tmdb.org/t/p/w500/k4jOFtt7NqEtLnoI2Rs3BqKNHtI.jpg,67.0,Two Bits (1995),http://www.imdb.com/title/tt0114753/,"It's a hot summer day in 1933 in South Philly, where 12-year old Gennaro lives with his widowed mom and his ailing grandpa, who sits outside holding tight to his last quarter, which he's promised to Gennaro and which Gennaro would like to have to buy a ticket to the plush new movie theater. But grandpa's not ready to pass on the quarter or pass on to his final reward: he has some unfinished business with a woman from his past, and he enlists Gennaro to act as his emissary."
67,https://image.tmdb.org/t/p/w500/dDB8mMKRL28gHsRcGPoMQYrzaXg.jpg,68.0,French Twist (Gazon maudit) (1995),http://www.imdb.com/title/tt0113149/,"After learning of her husband's infidelities, a housewife invites an itinerant lesbian to move in with them. None of their lives will ever be the same again."
68,https://image.tmdb.org/t/p/w500/kkoGT4bnK5oGiNbzGGcXzrXMSxn.jpg,69.0,Friday (1995),http://www.imdb.com/title/tt0113118/,"Craig and Smokey are two guys in Los Angeles hanging out on their porch on a Friday afternoon, smoking and drinking, looking for something to do."
69,https://image.tmdb.org/t/p/w500/ce0d4kM5KxT4x1Oq8JkSuNYevri.jpg,70.0,From Dusk Till Dawn (1996),http://www.imdb.com/title/tt0116367/,"Seth Gecko and his younger brother Richard are on the run after a bloody bank robbery in Texas. They escape across the border into Mexico and will be home-free the next morning, when they pay off the local kingpin. They just have to survive 'from dusk till dawn' at the rendezvous point, which turns out to be a Hell of a strip joint."
70,https://image.tmdb.org/t/p/w500/yE8uba2FkmFagMpeNNoo0cPyJ7D.jpg,71.0,Fair Game (1995),http://www.imdb.com/title/tt0977855/,"Wife and mother Valerie Plame (Naomi Watts) has a double life as a CIA operative, hiding her vocation from family and friends. Her husband, Joseph Wilson (Sean Penn), writes a controversial article in The New York Times, refuting stories about the sale of enriched uranium to Iraq, Then Valerie's secret work and identity is leaked to the press. With her cover blown and other people endangered, Valerie's career and personal life begin to unravel."
71,https://image.tmdb.org/t/p/w500/dUuB69V9QTbvRFCasweftCQwiV.jpg,72.0,Kicking and Screaming (1995),http://www.imdb.com/title/tt0384642/,"Phil Weston has been unathletic his entire life. In college he failed at every sport that he tried out for. It looks like his 10-year old son, Sam, is following in his footsteps. But with becoming the coach of The Soccers, an already successful soccer team, everything changes."
72,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTg1NzgyNTk0N15BMl5BanBnXkFtZTYwNjk4MDU5._V1_SX166_CR0,0,166,237_AL_.jpg",73.0,"Misérables, Les (1995)",http://www.imdb.com/title/tt0113828/,
73,https://image.tmdb.org/t/p/w500/kTEpzjzyeYER1WuCm7Seul4Fatc.jpg,74.0,Bed of Roses (1996),http://www.imdb.com/title/tt0115644/,"The seeds of love are planted when Lisa, a high-powered investment banker, receives flowers from a secret admirer. But when his fairy-tale fantasies clash with her workaholic ways, they soon find out that sometimes, it's harder than it seems for love to conquer all."
74,https://image.tmdb.org/t/p/w500/wtFekK9VKWujQW9R9c6sYbir6wm.jpg,75.0,Big Bully (1996),http://www.imdb.com/title/tt0115676/,"A writer returns to his hometown where he faces the childhood nemesis whose life he ultimately ruined, only the bully wants to relive their painful past by torturing him once again."
75,https://image.tmdb.org/t/p/w500/aFEs7D7IQ2IehTsniRIojDkiDl6.jpg,76.0,Screamers (1995),http://www.imdb.com/title/tt0114367/,"(SIRIUS 6B, Year 2078) On a distant mining planet ravaged by a decade of war, scientists have created the perfect weapon: a blade-wielding, self-replicating race of killing devices known as Screamers designed for one purpose only -- to hunt down and destroy all enemy life forms."
