,img_url,movie_id,movie_title,movie_url
24,https://image.tmdb.org/t/p/w500/wRTkvqRTB05gcGInsnGqVgLkb3t.jpg,25.0,"Birdcage, The (1996)",http://www.imdb.com/title/tt1827540/
25,https://image.tmdb.org/t/p/w500/8YlwQ2BBH6PY3Tl0bOf0fLep31h.jpg,26.0,"Brothers McMullen, The (1995)",http://www.imdb.com/title/tt0112585/
26,https://image.tmdb.org/t/p/w500/nkRagoJbx9H3zVSEDyH5ldfgwyR.jpg,27.0,Bad Boys (1995),http://www.imdb.com/title/tt0085210/
27,https://image.tmdb.org/t/p/w500/6JQ9z3V9x4vlU2GSZx2yNO0PvuX.jpg,28.0,Apollo 13 (1995),http://www.imdb.com/title/tt6590506/
28,https://image.tmdb.org/t/p/w500/eTMrHEhlFPHNxpqGwpGGTdAa0xV.jpg,29.0,Batman Forever (1995),http://www.imdb.com/title/tt0112462/
29,https://image.tmdb.org/t/p/w500/rHvKWARrhNwSjbTMJrn5v4LtUJE.jpg,30.0,Belle de jour (1967),http://www.imdb.com/title/tt1000734/
30,https://image.tmdb.org/t/p/w500/oDJyDX11HW4j565vUjmFagKxDTQ.jpg,31.0,Crimson Tide (1995),http://www.imdb.com/title/tt0112740/
31,https://image.tmdb.org/t/p/w500/yzK39sdkGoiSyKZEWT6HQzaC0BX.jpg,32.0,Crumb (1994),http://www.imdb.com/title/tt5960128/
32,https://image.tmdb.org/t/p/w500/7eVo5DbP7gcsDzHcpRCTA6JAuF2.jpg,33.0,Desperado (1995),http://www.imdb.com/title/tt0074740/
33,https://image.tmdb.org/t/p/w500/6ZwsSedjyzR0poDrKlJaYWoseaH.jpg,34.0,"Doom Generation, The (1995)",http://www.imdb.com/title/tt0112887/
34,https://image.tmdb.org/t/p/w500/yLyyjm4m3fSvbazyFv4RtUnb2uQ.jpg,35.0,Free Willy 2: The Adventure Home (1995),http://www.imdb.com/title/tt0113114/
35,https://image.tmdb.org/t/p/w500/j5hd9eQAUPahUvRq6D3dX5cjTsL.jpg,36.0,Mad Love (1995),http://www.imdb.com/title/tt0270480/
36,https://image.tmdb.org/t/p/w500/bRz2J0jlMgczJptX0Atzo9l70Bd.jpg,37.0,Nadja (1994),http://www.imdb.com/title/tt0110620/
37,https://image.tmdb.org/t/p/w500/gKDNaAFzT21cSVeKQop7d1uhoSp.jpg,38.0,"Net, The (1995)",http://www.imdb.com/title/tt5996202/
38,https://image.tmdb.org/t/p/w500/rXvy5hG9OeVmgnv9w4IhQxhqEKD.jpg,39.0,Strange Days (1995),http://www.imdb.com/title/tt4574478/
39,https://image.tmdb.org/t/p/w500/xIDEoG9FQGmMCh5XsbkvSuD8WrW.jpg,40.0,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",http://www.imdb.com/title//
40,https://image.tmdb.org/t/p/w500/5mP8F0NYSVrwrlWRCSD4uywMNnX.jpg,41.0,Billy Madison (1995),http://www.imdb.com/title/tt0112508/
41,https://image.tmdb.org/t/p/w500/dmNytzvQTjylI83qrgDoS1KQ0ev.jpg,42.0,Clerks (1994),http://www.imdb.com/title/tt0210413/
42,https://image.tmdb.org/t/p/w500/qbwcjmHnXkeE8l7wNBsdnlrp3J4.jpg,43.0,Disclosure (1994),http://www.imdb.com/title/tt0358816/
43,https://image.tmdb.org/t/p/w500/ewmVWV0TP8LTlYZ4OzCcguwC9d1.jpg,44.0,Dolores Claiborne (1994),http://www.imdb.com/title/tt0109642/
44,https://image.tmdb.org/t/p/w500/jGjSu9zlR2I8t6OE54uxSJ7M25p.jpg,45.0,Eat Drink Man Woman (1994),http://www.imdb.com/title/tt0111797/
45,https://image.tmdb.org/t/p/w500/oIwrh7QhwUNxejsvgKtFG4V0gaQ.jpg,46.0,Exotica (1994),http://www.imdb.com/title/tt4059844/
46,https://image.tmdb.org/t/p/w500/9qBe2sUDyY2dFH1iHq0SZb1G4QG.jpg,47.0,Ed Wood (1994),http://www.imdb.com/title/tt0109707/
47,https://image.tmdb.org/t/p/w500/g5yIxuzZ3LFRxDa8SBQybJJhXng.jpg,48.0,Hoop Dreams (1994),http://www.imdb.com/title/tt0110057/
48,https://image.tmdb.org/t/p/w500/kAYymfWcktoHSjQJEtfEIeByZR9.jpg,49.0,I.Q. (1994),http://www.imdb.com/title/tt0110099/
49,https://image.tmdb.org/t/p/w500/tvSlBzAdRE29bZe5yYWrJ2ds137.jpg,50.0,Star Wars (1977),http://www.imdb.com/title/tt0251413/
50,https://image.tmdb.org/t/p/w500/uh0sJcx3SLtclJSuKAXl6Tt6AV0.jpg,51.0,Legends of the Fall (1994),http://www.imdb.com/title/tt4815042/
51,https://image.tmdb.org/t/p/w500/Apgj4j73aUyMkNaPoSuQ7DJbt1M.jpg,52.0,"Madness of King George, The (1994)",http://www.imdb.com/title/tt0110428/
52,https://image.tmdb.org/t/p/w500/w5sruoTQ87PFAGRJQyyaCOM1C4A.jpg,53.0,Natural Born Killers (1994),http://www.imdb.com/title/tt0309302/
53,https://image.tmdb.org/t/p/w500/4KymNvlWR0XF0sqX2BWRd9Z3yXR.jpg,54.0,Outbreak (1995),http://www.imdb.com/title/tt0042832/
54,https://image.tmdb.org/t/p/w500/zSb9IqcTiwdj3IHy65vy9jgxe45.jpg,55.0,"Professional, The (1994)",http://www.imdb.com/title/tt0082949/
55,https://image.tmdb.org/t/p/w500/dM2w364MScsjFf8pfMbaWUcWrR.jpg,56.0,Pulp Fiction (1994),http://www.imdb.com/title/tt0110912/
56,https://image.tmdb.org/t/p/w500/pE28BDqICBPe3FgphsYSxtH6FcZ.jpg,57.0,Priest (1994),http://www.imdb.com/title/tt0110889/
57,https://image.tmdb.org/t/p/w500/yoGJo1h3Hl2exXPVcG9UXWDENtX.jpg,58.0,Quiz Show (1994),http://www.imdb.com/title/tt1302024/
58,https://image.tmdb.org/t/p/w500/77CFEssoKesi4zvtADEpIrSKhA3.jpg,59.0,Three Colors: Red (1994),http://www.imdb.com/title/tt6510256/
59,https://image.tmdb.org/t/p/w500/ztIqf7yGmb4JRFiv2i62K6PhTQR.jpg,60.0,Three Colors: Blue (1993),http://www.imdb.com/title/tt0108394/
60,https://image.tmdb.org/t/p/w500/xOLY69rXKwuH9JUnOE4G2HHKiW5.jpg,61.0,Three Colors: White (1994),http://www.imdb.com/title/tt0111507/
61,https://image.tmdb.org/t/p/w500/39WsfbB5BshvdbPAYRFXdsjC481.jpg,62.0,Stargate (1994),http://www.imdb.com/title/tt0360017/
62,https://image.tmdb.org/t/p/w500/kvKXyrc3cUGqXin2u76Ef8lApMI.jpg,63.0,"Santa Clause, The (1994)",http://www.imdb.com/title/tt0111070/
63,https://image.tmdb.org/t/p/w500/9O7gLzmreU0nGkIB6K3BsJbzvNv.jpg,64.0,"Shawshank Redemption, The (1994)",http://www.imdb.com/title/tt0111161/
64,https://image.tmdb.org/t/p/w500/jQLoOPwNxyILwDbdhn9DsfQz0Sg.jpg,65.0,What's Eating Gilbert Grape (1993),http://www.imdb.com/title/tt0108550/
65,https://image.tmdb.org/t/p/w500/9StV7DX4ZtRZGJs9VcVEPvxIKL6.jpg,66.0,While You Were Sleeping (1995),http://www.imdb.com/title/tt7056214/
66,https://image.tmdb.org/t/p/w500/nZirljb8XYbKTWsRQTplDGhx39Q.jpg,67.0,Ace Ventura: Pet Detective (1994),http://www.imdb.com/title/tt0115084/
67,https://image.tmdb.org/t/p/w500/vrQZSCP3WeYXCTXdJQ6mXgxb9L4.jpg,68.0,"Crow, The (1994)",http://www.imdb.com/title/tt0074732/
68,https://image.tmdb.org/t/p/w500/yE5d3BUhE8hCnkMUJOo1QDoOGNz.jpg,69.0,Forrest Gump (1994),http://www.imdb.com/title/tt0109830/
69,https://image.tmdb.org/t/p/w500/md9kMKnLG8LG4pMDM98gy5x4K5L.jpg,70.0,Four Weddings and a Funeral (1994),http://www.imdb.com/title/tt0109831/
70,https://image.tmdb.org/t/p/w500/bKPtXn9n4M4s8vvZrbw40mYsefB.jpg,71.0,"Lion King, The (1994)",http://www.imdb.com/title/tt6105098/
71,https://image.tmdb.org/t/p/w500/v8x8p441l1Bep8p82pAG6rduBoK.jpg,72.0,"Mask, The (1994)",http://www.imdb.com/title/tt0112064/
72,https://image.tmdb.org/t/p/w500/vBQjwzheZGwNpLQSdp671X0Nu6O.jpg,73.0,Maverick (1994),http://www.imdb.com/title/tt0050037/
73,https://image.tmdb.org/t/p/w500/xPsMUsp3fncNg4BO9ZzOTcpJrjy.jpg,74.0,Faster Pussycat! Kill! Kill! (1965),http://www.imdb.com/title/tt0059170/
74,https://image.tmdb.org/t/p/w500/ucpTUr0i3xgxRAdIHJNSOV5HeQu.jpg,75.0,Brother Minister: The Assassination of Malcolm X (1994),http://www.imdb.com/title/tt0109339/
75,https://image.tmdb.org/t/p/w500/tGPqPHuOCbyFxwllrYgKkPDu9xB.jpg,76.0,Carlito's Way (1993),http://www.imdb.com/title/tt0106519/
76,https://image.tmdb.org/t/p/w500/ykoBRyHWvP3akdo98UcIxWAHXeu.jpg,77.0,"Firm, The (1993)",http://www.imdb.com/title/tt1949012/
77,https://image.tmdb.org/t/p/w500/vIjiTSNA52VGGP9eeegNaMKXNhf.jpg,78.0,Free Willy (1993),http://www.imdb.com/title/tt0179569/
78,https://image.tmdb.org/t/p/w500/3gzLGFBoJM1xlNk0Ulzp0cJ6uPp.jpg,79.0,"Fugitive, The (1993)",http://www.imdb.com/title/tt0056757/
79,https://image.tmdb.org/t/p/w500/3vILyxwmL4hcqiik638l8lL2d4h.jpg,80.0,Hot Shots! Part Deux (1993),http://www.imdb.com/title/tt0107144/
80,https://image.tmdb.org/t/p/w500/olViHNQHPy18SOJvbAI1bXUjHXI.jpg,81.0,"Hudsucker Proxy, The (1994)",http://www.imdb.com/title/tt0110074/
81,https://image.tmdb.org/t/p/w500/c414cDeQ9b6qLPLeKmiJuLDUREJ.jpg,82.0,Jurassic Park (1993),http://www.imdb.com/title/tt0478182/
82,https://image.tmdb.org/t/p/w500/6qlYYvDZ0Tb5h0t7sLwy4sjGIwM.jpg,83.0,Much Ado About Nothing (1993),http://www.imdb.com/title/tt2094064/
83,https://image.tmdb.org/t/p/w500/tlcrpwjZZdlgArmZiXtr4ecgQfy.jpg,84.0,Robert A. Heinlein's The Puppet Masters (1994),http://www.imdb.com/title/tt0111003/
84,https://image.tmdb.org/t/p/w500/njp8Vyx77uCJsGIwnIfu4zfBwFR.jpg,85.0,"Ref, The (1994)",http://www.imdb.com/title/tt0110955/
85,https://image.tmdb.org/t/p/w500/gvu4zaF0KeIRoZ5fVABQH3Wug3r.jpg,86.0,"Remains of the Day, The (1993)",http://www.imdb.com/title/tt0107943/
86,https://image.tmdb.org/t/p/w500/ceIEEgMqm3FxHmY9OdYGGA0Jr8J.jpg,87.0,Searching for Bobby Fischer (1993),http://www.imdb.com/title/tt0108065/
87,https://image.tmdb.org/t/p/w500/afkYP15OeUOD0tFEmj6VvejuOcz.jpg,88.0,Sleepless in Seattle (1993),http://www.imdb.com/title/tt0108160/
88,https://image.tmdb.org/t/p/w500/p64TtbZGCElxQHpAMWmDHkWJlH2.jpg,89.0,Blade Runner (1982),http://www.imdb.com/title/tt0126817/
89,https://image.tmdb.org/t/p/w500/3dkBFXZKlpdVizQkaQzRQgsUlcL.jpg,90.0,So I Married an Axe Murderer (1993),http://www.imdb.com/title/tt0108174/
90,https://image.tmdb.org/t/p/w500/6oxkO1VgKCq74fNILKAg6t2dVEt.jpg,91.0,"Nightmare Before Christmas, The (1993)",http://www.imdb.com/title/tt0107688/
91,https://image.tmdb.org/t/p/w500/xBO8R3CZfrJ9rrwrZoJ68PgJyAR.jpg,92.0,True Romance (1993),http://www.imdb.com/title/tt0416073/
92,https://image.tmdb.org/t/p/w500/jvxLLHwpK52ZJUusd2RJv8oLHUJ.jpg,93.0,Welcome to the Dollhouse (1995),http://www.imdb.com/title/tt0114906/
93,https://image.tmdb.org/t/p/w500/359bHILkiD6ZVCq6WoHSD0UuJQV.jpg,94.0,Home Alone (1990),http://www.imdb.com/title/tt0295318/
94,https://image.tmdb.org/t/p/w500/7f53XAE4nPiGe9XprpGAeWHuKPw.jpg,95.0,Aladdin (1992),http://www.imdb.com/title/tt0105935/
95,https://image.tmdb.org/t/p/w500/2y4dmgWYRMYXdD1UyJVcn2HSd1D.jpg,96.0,Terminator 2: Judgment Day (1991),http://www.imdb.com/title/tt0244839/
96,https://image.tmdb.org/t/p/w500/hpmclspug1I8EwKSWhL7pWWltA.jpg,97.0,Dances with Wolves (1990),http://www.imdb.com/title/tt0099348/
97,https://image.tmdb.org/t/p/w500/qjAyTj2BSth1EQ89vNfo0JYVPFN.jpg,98.0,"Silence of the Lambs, The (1991)",http://www.imdb.com/title/tt0102926/
98,https://image.tmdb.org/t/p/w500/wbVGRBYPRRahIZNGXY9TfHDUSc2.jpg,99.0,Snow White and the Seven Dwarfs (1937),http://www.imdb.com/title/tt0151886/
99,https://image.tmdb.org/t/p/w500/pyEkyYgtyjOX1R9EYyUcgbK1sTn.jpg,100.0,Fargo (1996),http://www.imdb.com/title/tt0382026/
100,https://image.tmdb.org/t/p/w500/aWDqK6EhzTRKE7WvZE737Fbeo9D.jpg,101.0,Heavy Metal (1981),http://www.imdb.com/title/tt1010401/
101,https://image.tmdb.org/t/p/w500/3LudCahifOrueMklYBxAXY2wpBg.jpg,102.0,"Aristocats, The (1970)",http://www.imdb.com/title/tt0065421/
102,https://image.tmdb.org/t/p/w500/4JClwkSL1L64bkExyuShmm8zHLR.jpg,103.0,All Dogs Go to Heaven 2 (1996),http://www.imdb.com/title/tt0115509/
103,https://image.tmdb.org/t/p/w500/uk0ske5oBxB0pErDF0DoNXXFMQq.jpg,104.0,Theodore Rex (1995),http://www.imdb.com/title/tt0114658/
104,https://image.tmdb.org/t/p/w500/lP9i3lzCwz8mu8ynuzJJBu4Sa9u.jpg,105.0,Sgt. Bilko (1996),http://www.imdb.com/title/tt0117608/
105,https://image.tmdb.org/t/p/w500/woBHA1Obn53zziO6h0N9340SGMv.jpg,106.0,Diabolique (1996),http://www.imdb.com/title/tt0116095/
106,https://image.tmdb.org/t/p/w500/xR1Whba2hyUpKCa0FE18hVCG9jb.jpg,107.0,Moll Flanders (1996),http://www.imdb.com/title/tt0117071/
107,https://image.tmdb.org/t/p/w500/lmqflLkz11OqcHVmj7JtGsFF6JX.jpg,108.0,Kids in the Hall: Brain Candy (1996),http://www.imdb.com/title/tt0116768/
108,https://image.tmdb.org/t/p/w500/kBI3kM9kB5E97I7iwsG0z0WAQhb.jpg,109.0,Mystery Science Theater 3000: The Movie (1996),http://www.imdb.com/title/tt0117128/
109,https://image.tmdb.org/t/p/w500/rHOyYYMSxMUcKFvX1qgV0wcpjf8.jpg,110.0,Operation Dumbo Drop (1995),http://www.imdb.com/title/tt0114048/
110,https://image.tmdb.org/t/p/w500/o4QRWInpxMhPbrCQL3ld2R0oAZM.jpg,111.0,"Truth About Cats & Dogs, The (1996)",http://www.imdb.com/title/tt0117979/
111,https://image.tmdb.org/t/p/w500/eq1JsckI4W8m0ozFglRLPkoopkZ.jpg,112.0,Flipper (1996),http://www.imdb.com/title/tt0116322/
112,https://image.tmdb.org/t/p/w500/uT9rty5z1lyI7C0ScwS7XPX0pZX.jpg,113.0,"Horseman on the Roof, The (Hussard sur le toit, Le) (1995)",http://www.imdb.com/title/tt0113362/
113,https://image.tmdb.org/t/p/w500/edhs7A0EYrEEzvT1rajWtNC5bH0.jpg,114.0,Wallace & Gromit: The Best of Aardman Animation (1996),http://www.imdb.com/title/tt0118114/
114,https://image.tmdb.org/t/p/w500/rarwGANB2L4EcxInVw1Q8TgcfU1.jpg,115.0,"Haunted World of Edward D. Wood Jr., The (1995)",http://www.imdb.com/title/tt0113270/
115,https://image.tmdb.org/t/p/w500/8kVQkrbrhfpkdZgYH5efOB8t6yK.jpg,116.0,Cold Comfort Farm (1995),http://www.imdb.com/title/tt0112701/
116,https://image.tmdb.org/t/p/w500/pAVaLJQBRM4JlZEGXvezwbxOd15.jpg,117.0,"Rock, The (1996)",http://www.imdb.com/title/tt0297162/
117,https://image.tmdb.org/t/p/w500/tKdDCkmb6obEhWEMLgGUUz5nDNs.jpg,118.0,Twister (1996),http://www.imdb.com/title/tt0096321/
118,https://image.tmdb.org/t/p/w500/btOruvOqEQJBX4I7OoLVO1FyQJD.jpg,119.0,Maya Lin: A Strong Clear Vision (1994),http://www.imdb.com/title/tt0110480/
119,https://image.tmdb.org/t/p/w500/9ghJrXb6ja0yz5ITSsBHx64RLlX.jpg,120.0,Striptease (1996),http://www.imdb.com/title/tt0227573/
120,https://image.tmdb.org/t/p/w500/bqLlWZJdhrS0knfEJRkquW7L8z2.jpg,121.0,Independence Day (ID4) (1996),http://www.imdb.com/title/tt0085724/
121,https://image.tmdb.org/t/p/w500/mqb62jLrlrT6XS1rR8cprtEW2Z6.jpg,122.0,"Cable Guy, The (1996)",http://www.imdb.com/title/tt0115798/
122,https://image.tmdb.org/t/p/w500/cS3QPtMsE1jsEWUww5WsPE275Jb.jpg,123.0,"Frighteners, The (1996)",http://www.imdb.com/title/tt0891379/
123,https://image.tmdb.org/t/p/w500/eSuuTqr5wmzWu4OCS51Qw0q6VrV.jpg,124.0,Lone Star (1996),http://www.imdb.com/title/tt1591490/
124,https://image.tmdb.org/t/p/w500None,125.0,Phenomenon (1996),http://www.imdb.com/title/tt1117549/
125,https://image.tmdb.org/t/p/w500/kYSj97p75T0HD2RdSa4QpJbxAA9.jpg,126.0,"Spitfire Grill, The (1996)",http://www.imdb.com/title/tt0117718/
126,https://image.tmdb.org/t/p/w500/rPdtLWNsZmAtoZl9PK7S2wE3qiS.jpg,127.0,"Godfather, The (1972)",http://www.imdb.com/title/tt0442674/
127,https://image.tmdb.org/t/p/w500/qqJ6eDepKoaNX2u8Mtg5lylncBS.jpg,128.0,Supercop (1992),http://www.imdb.com/title/tt0104558/
128,https://image.tmdb.org/t/p/w500/xfITNjW2sunPiB7BNotJJsCxhdA.jpg,129.0,Bound (1996),http://www.imdb.com/title/tt4602426/
129,https://image.tmdb.org/t/p/w500/fer4sGAUAFlRFZBn9l7tF1Y75uX.jpg,130.0,Kansas City (1996),http://www.imdb.com/title/tt0116745/
130,https://image.tmdb.org/t/p/w500/c95lbDwL5WT8PV9DZsdSvRtXKNA.jpg,131.0,Breakfast at Tiffany's (1961),http://www.imdb.com/title/tt0054698/
131,https://image.tmdb.org/t/p/w500/tKEHoKPZv3af0Pn3poaOLHOJ6NM.jpg,132.0,"Wizard of Oz, The (1939)",http://www.imdb.com/title/tt0016544/
132,https://image.tmdb.org/t/p/w500/4o1yeosjSFMaI9pe1rOkYcZ6hHO.jpg,133.0,Gone with the Wind (1939),http://www.imdb.com/title/tt2448584/
133,https://image.tmdb.org/t/p/w500/n8wfFsQ5vtm6dM8vdgXb6OLv2GY.jpg,134.0,Citizen Kane (1941),http://www.imdb.com/title/tt0033467/
134,https://image.tmdb.org/t/p/w500/90T7b2LIrL07ndYQBmSm09yqVEH.jpg,135.0,2001: A Space Odyssey (1968),http://www.imdb.com/title/tt0062622/
135,https://image.tmdb.org/t/p/w500/jZDRazOQhKFGoK322rYiBk1fpsY.jpg,136.0,Mr. Smith Goes to Washington (1939),http://www.imdb.com/title/tt0055692/
136,https://image.tmdb.org/t/p/w500/1n0H40ebJx1sO9itVvJ1jis0nqI.jpg,137.0,Big Night (1996),http://www.imdb.com/title/tt0264962/
137,https://image.tmdb.org/t/p/w500/umoEeNQqhvUg7jnpdGZnvNHCRFS.jpg,138.0,D3: The Mighty Ducks (1996),http://www.imdb.com/title/tt0116000/
138,https://image.tmdb.org/t/p/w500/wkIgQrn7kB2wvPLh46xe8o5zBLj.jpg,139.0,"Love Bug, The (1969)",http://www.imdb.com/title/tt0064603/
139,https://image.tmdb.org/t/p/w500/yBFfd6AqraqKnP4HPPxTk5oUnjI.jpg,140.0,Homeward Bound: The Incredible Journey (1993),http://www.imdb.com/title/tt0107131/
140,https://image.tmdb.org/t/p/w500/h4jb5xM59W6fMjk3Eud1LBCd1Ne.jpg,141.0,"20,000 Leagues Under the Sea (1954)",http://www.imdb.com/title/tt0046672/
141,https://image.tmdb.org/t/p/w500/1mWFExXAlUSgfBKGkK3mjH1iXk4.jpg,142.0,Bedknobs and Broomsticks (1971),http://www.imdb.com/title/tt0066817/
142,https://image.tmdb.org/t/p/w500/459fPVvI4lkEV0piSfcq0irKHi8.jpg,143.0,"Sound of Music, The (1965)",http://www.imdb.com/title/tt3141866/
143,https://image.tmdb.org/t/p/w500/mc7MubOLcIw3MDvnuQFrO9psfCa.jpg,144.0,Die Hard (1988),http://www.imdb.com/title/tt0254278/
144,https://image.tmdb.org/t/p/w500/3tWLM3zMyh3KZOactn8mfjHml05.jpg,145.0,"Lawnmower Man, The (1992)",http://www.imdb.com/title/tt0414215/
145,https://image.tmdb.org/t/p/w500/uLRs48H7PvhufiNyiiIWB2YcSaF.jpg,146.0,Unhook the Stars (1996),http://www.imdb.com/title/tt0118044/
146,https://image.tmdb.org/t/p/w500/4MENR8x6mYqnZvp2hGjSaPJz64J.jpg,147.0,"Long Kiss Goodnight, The (1996)",http://www.imdb.com/title/tt0116908/
147,https://image.tmdb.org/t/p/w500/yxSwciZCU5dUUNVtSgDoEMrxGyy.jpg,148.0,"Ghost and the Darkness, The (1996)",http://www.imdb.com/title/tt0116409/
148,https://image.tmdb.org/t/p/w500/2OA9M8KribkctpSRDAlPu6yWOx8.jpg,149.0,Jude (1996),http://www.imdb.com/title/tt0116722/
149,https://image.tmdb.org/t/p/w500/h1nLEgXCNK6sQgup22SYgNTrwJm.jpg,150.0,Swingers (1996),http://www.imdb.com/title/tt0284534/
150,https://image.tmdb.org/t/p/w500/b94qXd1FcIwgzv0NYMUe2bjrzJR.jpg,151.0,Willy Wonka and the Chocolate Factory (1971),http://www.imdb.com/title/tt0067992/
151,https://image.tmdb.org/t/p/w500/fna6VsLR1EX3cF29Pk2FYZkfsBv.jpg,152.0,Sleeper (1973),http://www.imdb.com/title/tt0420886/
152,https://image.tmdb.org/t/p/w500/9gZZyQ8XStpUJBFU1ceU4xx1crv.jpg,153.0,"Fish Called Wanda, A (1988)",http://www.imdb.com/title/tt0095159/
153,https://image.tmdb.org/t/p/w500/cKpJnXJ6DzAGafAjUWB5PjT904O.jpg,154.0,Monty Python's Life of Brian (1979),http://www.imdb.com/title/tt0079470/
154,https://image.tmdb.org/t/p/w500/zMHIZHxKv6kdE3JFQqZFqj7OswK.jpg,155.0,Dirty Dancing (1987),http://www.imdb.com/title/tt5262792/
155,https://image.tmdb.org/t/p/w500/tB2ITHg556e7aTV6cqQqVAXkdxN.jpg,156.0,Reservoir Dogs (1992),http://www.imdb.com/title/tt0808446/
156,https://image.tmdb.org/t/p/w500/sYPOQI57JVNmjiLI3KeZ5KA8O9i.jpg,157.0,Platoon (1986),http://www.imdb.com/title/tt3687600/
157,https://image.tmdb.org/t/p/w500/h3hjMREZEUPtDkZBiYDzLq0THk0.jpg,158.0,Weekend at Bernie's (1989),http://www.imdb.com/title/tt0098627/
158,https://image.tmdb.org/t/p/w500/p1DHOfLFZmM567ePKfFNMV4mY92.jpg,159.0,Basic Instinct (1992),http://www.imdb.com/title/tt3665524/
159,https://image.tmdb.org/t/p/w500/4YgCTLcHEIeGyzrKpwz93rORb8l.jpg,160.0,Glengarry Glen Ross (1992),http://www.imdb.com/title/tt0104348/
160,https://image.tmdb.org/t/p/w500/orGXnBKfT41LxZhitLkXhqUfJJW.jpg,161.0,Top Gun (1986),http://www.imdb.com/title/tt0048734/
